complex_id	complex_name	synonyms	organism	cell_line	pmid	comment_complex	comment_members	comment_disease	comment_drug	comment_drug_formal	subunits_uniprot_id	subunits_gene_name	subunits_gene_name_synonyms	subunits_protein_name	subunits_proteinname_synonyms	subunits_organism	subunits_drugs	subunits_mims	subunits_stoechiometrie	purification_methods	functions_evi	functions_pmid	functions_go_id	functions_go_name	functions_go_ontology	fcgs_description	fcgs_id	fcgs_name	fcgs_category_id	fcgs_category_name	fcgs_go_id	fcgs_go_name	fcgs_go_ontology
59	AP3 adaptor complex		Human	in vitro	9151686	The adaptor protein complex AP-3 has been shown to function in the sorting of proteins to the endosomal/lysosomal system (PMID: 9151686).					O00203;Q13367;O14617;Q9Y2T2;P53677;Q92572;P59780	AP3B1;AP3B2;AP3D1;AP3M1;AP3M2;AP3S1;AP3S2	ADTB3A;;;;;CLAPS3;	AP-3 complex subunit beta-1;AP-3 complex subunit beta-2;AP-3 complex subunit delta-1;AP-3 complex subunit mu-1;AP-3 complex subunit mu-2;AP-3 complex subunit sigma-1;AP-3 complex subunit sigma-2	Adapter-related protein complex 3 subunit beta-1; Adaptor protein complex AP-3 beta-1 subunit; Beta3A-adaptin; Clathrin assembly protein complex 3 beta-1 large chain; ;Adapter-related protein complex 3 subunit beta-2; Adaptor protein complex AP-3 beta-2 subunit; AP-3 complex beta-2 subunit; Beta3B-adaptin; Clathrin assembly protein complex 3 beta-2 large chain; Neuron-specific vesicle coat protein beta-NAP; ;Adapter-related protein complex 3 subunit delta-1; AP-3 complex subunit delta; Delta-adaptin; ;Adapter-related protein complex 3 mu-1 subunit; AP-3 adapter complex mu3A subunit; Mu-adaptin 3A; Mu3A-adaptin; ;Adapter-related protein complex 3 mu-2 subunit; Mu3B-adaptin; Golgi adaptor AP-1 47 kDa protein homolog 2; HA1 47 kDa subunit homolog 2; Clathrin assembly protein assembly protein complex 1 medium chain homolog 2; Clathrin coat assembly protein AP47 homolog 2; Clathrin coat-associated protein AP47 homolog 2; P47B; ;Adapter-related protein complex 3 sigma-1 subunit; AP-3 complex sigma-3A subunit; Sigma-adaptin 3a; Sigma-3A-adaptin; Sigma3A-adaptin; Clathrin-associated/assembly/adapter protein, small 3; ;Adapter-related protein complex 3 sigma-2 subunit; AP-3 complex sigma-3B subunit; Sigma-adaptin 3b; Sigma3B-adaptin; 	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		608233;617276;617050	;;;;;;	MI:0019:coimmunoprecipitation;MI:0051:fluorescence technology	exp;exp;exp;exp;exp;exp;exp;lit	10024875;10024875;9118953;9118953;9118953;9118953;9118953;10024875	GO:0005764;GO:0005773;GO:0006605;GO:0006886;GO:0006892;GO:0006897;GO:0015031;GO:0016192	lysosome;vacuole;protein targeting;intracellular protein transport;post-Golgi vesicle-mediated transport;endocytosis;protein transport;vesicle-mediated transport	cellular_component;cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process		16	Vesicle-mediated transport	1	Transport	GO:0016192	vesicle-mediated transport	biological_process
61	Mi2/NuRD complex	Mi2-beta-histone deacetylase complex	Human	HeLa cells	9790534			Dermatomyositis, cancer (PMID:9790534)			Q14839;Q13547;Q92769;O95983;O94776;Q09028;Q16576	CHD4;HDAC1;HDAC2;MBD3;MTA2;RBBP4;RBBP7	;RPD3L1;;;MTA1L1,PID;RBAP48;RBAP46	Chromodomain-helicase-DNA-binding protein 4;Histone deacetylase 1;Histone deacetylase 2;Methyl-CpG-binding domain protein 3;Metastasis-associated protein MTA2;Histone-binding protein RBBP4;Histone-binding protein RBBP7	CHD-4;HD1;HD2;Methyl-CpG-binding protein MBD3; ;MTA1-L1 protein;RBBP-4;RBBP-7	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	romidepsin;vorinostat;panobinostat;belinostat;tucidinostat;romidepsin;vorinostat;panobinostat;belinostat;tucidinostat	617159	;;;;;;	MI:0004:affinity chromatography technology	lit;lit;lit;lit	9790534;9790534;9790534;9790534	GO:0005634;GO:0006265;GO:0006357;GO:0051276	nucleus;DNA topological change;regulation of transcription by RNA polymerase II;chromosome organization	cellular_component;biological_process;biological_process;biological_process								
62	MeCP1 complex	Mi2/NuRD-MBD2 complex	Human	HeLa cells	10444591	MeCP1 protein complex represses transcription through preferential binding, remodeling, and deacetylation of methylated nucleosomes.		CHD4 is involved in dermatomyositis (PMID:9790534).			Q14839;Q13547;Q92769;Q9UBB5;O95983;O94776;Q09028;Q16576	CHD4;HDAC1;HDAC2;MBD2;MBD3;MTA2;RBBP4;RBBP7	;RPD3L1;;;;MTA1L1,PID;RBAP48;RBAP46	Chromodomain-helicase-DNA-binding protein 4;Histone deacetylase 1;Histone deacetylase 2;Methyl-CpG-binding domain protein 2;Methyl-CpG-binding domain protein 3;Metastasis-associated protein MTA2;Histone-binding protein RBBP4;Histone-binding protein RBBP7	CHD-4;HD1;HD2;DMTase;Methyl-CpG-binding protein MBD3; ;MTA1-L1 protein;RBBP-4;RBBP-7	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	romidepsin;vorinostat;panobinostat;belinostat;tucidinostat;romidepsin;vorinostat;panobinostat;belinostat;tucidinostat	617159	;;;;;;;	MI:0096:pull down	lit;lit;exp;lit;lit;lit	11283269;10444591;11297506;9790534;9790534;9790534	GO:0003677;GO:0004407;GO:0005634;GO:0006265;GO:0045892;GO:0051276	DNA binding;histone deacetylase activity;nucleus;DNA topological change;negative regulation of DNA-templated transcription;chromosome organization	molecular_function;molecular_function;cellular_component;biological_process;biological_process;biological_process								
66	THRA-TRAP complex	thyroid hormone receptor-associated protein complex	Human	HeLa cells	8710870	"Inan in vitro system reconstituted with general initiation factors and cofactors, the ""liganded"" thyroid hormone receptor (THRA)-TRAP complex activates transcription from a promoter template containing T3-response elements."	At the time of annotation, TRAP93 could not be found in the Uniprot database.		Using gene expression experiments in Namalwa cells, it was shown that liothyronine (T3) enhances the transactivation activity of the THRA-TRAP complex (PMID: 8710870).	[THRA; THRA-TRAP complex ; 66; liothyronine; activates; complex activity; 8710870]	Q15648;Q93074;O60244;Q9Y2X0;Q9NVC6;O75448;Q71SY5;P10827;Q9Y2W1	MED1;MED12;MED14;MED16;MED17;MED24;MED25;THRA;THRAP3	ARC205,CRSP1,CRSP200,DRIP205,DRIP230,PBP,PPARBP,PPARGBP,RB18A,TRAP220,TRIP2;ARC240,CAGH45,HOPA,KIAA0192,TNRC11,TRAP230;ARC150,CRSP2,CXorf4,DRIP150,EXLM1,RGR1,TRAP170;DRIP92,THRAP5;ARC77,CRSP6,DRIP77,DRIP80,TRAP80;ARC100,CRSP4,DRIP100,KIAA0130,THRAP4,TRAP100;ACID1,ARC92,PTOV2;EAR7,ERBA1,NR1A1,THRA1,THRA2;BCLAF2,TRAP150	Mediator of RNA polymerase II transcription subunit 1;Mediator of RNA polymerase II transcription subunit 12;Mediator of RNA polymerase II transcription subunit 14;Mediator of RNA polymerase II transcription subunit 16;Mediator of RNA polymerase II transcription subunit 17;Mediator of RNA polymerase II transcription subunit 24;Mediator of RNA polymerase II transcription subunit 25;Thyroid hormone receptor alpha;Thyroid hormone receptor-associated protein 3	PPAR-binding protein;Trap230;DRIP150;Trap95;DRIP80;hTRAP100;ARC92;EAR7;Trap150	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	dextrothyroxine;liothyronine;levothyroxine	300895;301068;305450;309520;613668;605589;616449;614450	;;;;;;;;	MI:0004:affinity chromatography technology;MI:0019:coimmunoprecipitation;MI:0276:blue native page;MI:0413:electrophoretic mobility shift assay	exp;exp;lit;exp;exp;exp	10198638;8710870;10198638;8710870;8710870;8710870	GO:0005634;GO:0009755;GO:0023052;GO:0030545;GO:0045893;GO:0097067	nucleus;hormone-mediated signaling pathway;signaling;signaling receptor regulator activity;positive regulation of DNA-templated transcription;cellular response to thyroid hormone stimulus	cellular_component;biological_process;biological_process;molecular_function;biological_process;biological_process		17	Nuclear hormone receptors	6	Signaling molecules and interaction	GO:0032870	cellular response to hormone stimulus	biological_process
67	AP4 adaptor complex		Human	brain	10436028	Adaptor protein complexes (APs) function as vesicle coat components in different membrane traffic pathways.					Q9Y6B7;Q9UPM8;O00189;Q9Y587	AP4B1;AP4E1;AP4M1;AP4S1	;;MUARP2;	AP-4 complex subunit beta-1;AP-4 complex subunit epsilon-1;AP-4 complex subunit mu-1;AP-4 complex subunit sigma-1	Adapter-related protein complex 4 subunit beta-1; AP-4 adapter complex subunit beta; Beta subunit of AP-4; Beta4-adaptin; ;Adapter-related protein complex 4 subunit epsilon-1; AP-4 adapter complex subunit epsilon; Epsilon subunit of AP-4; Epsilon-adaptin; ;mu4;Adapter-related protein complex 4 subunit sigma-1; AP-4 adapter complex subunit sigma-1; Sigma-1 subunit of AP-4; Sigma4-adaptin; 	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		614066;184450;613744;612936;614067	;;;	MI:0019:coimmunoprecipitation	exp;exp;exp;exp;exp;exp;exp;lit;exp	10436028;10436028;10436028;10436028;10436028;10436028;10436028;10436028;10436028	GO:0005515;GO:0005794;GO:0006605;GO:0006886;GO:0006892;GO:0006897;GO:0015031;GO:0016192;GO:0030133	protein binding;Golgi apparatus;protein targeting;intracellular protein transport;post-Golgi vesicle-mediated transport;endocytosis;protein transport;vesicle-mediated transport;transport vesicle	molecular_function;cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;cellular_component		16	Vesicle-mediated transport	1	Transport	GO:0016192	vesicle-mediated transport	biological_process
68	BCDX2 complex	RAD51B-RAD51C-RAD51D-XRCC2 complex	Human	in vitro	15141025	Furthermore, the BCDX2 complex catalyzed the strand-annealing reaction between a long linear ssDNA (1.2 kb in length) and its complementary circular ssDNA. These properties of the BCDX2 complex may be important for its roles in the maintenance of chromosomal integrity (PMID: 15141025)..	The subunits from human of AP1 adaptor complex were expressed in E.coli and purified for the further experiments (PMID:15141025).				O15315;O43502;O75771;O43543	RAD51B;RAD51C;RAD51D;XRCC2	RAD51L1,REC2;RAD51L2;RAD51L3;	DNA repair protein RAD51 homolog 2;DNA repair protein RAD51 homolog 3;DNA repair protein RAD51 homolog 4;DNA repair protein XRCC2	R51H2;R51H3;R51H3; RAD51-like protein 3; TRAD; ;X-ray repair cross-complementing protein 2; 	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		613390;613399;614291;619145;619146;617247	;;;	MI:0004:affinity chromatography technology;MI:0019:coimmunoprecipitation;MI:0027:cosedimentation	exp;exp;exp;exp;exp;lit	15141025;15037616;15141025;15141025;15141025;11751635	GO:0003677;GO:0005524;GO:0005634;GO:0006281;GO:0006310;GO:0006974	DNA binding;ATP binding;nucleus;DNA repair;DNA recombination;DNA damage response	molecular_function;molecular_function;cellular_component;biological_process;biological_process;biological_process								
72	R/M complex (RAD50-MRE11 complex)		Human	HeLa cells	9651580	Mre11 by itself has 3' to 5' exonuclease activity that is increased when Mre11 is in a complex with Rad50.					P49959;Q92878	MRE11;RAD50	HNGS1,MRE11A;	Double-strand break repair protein MRE11;DNA repair protein RAD50	MRE11 meiotic recombination 11 homolog A; MRE11 homolog 1; ;hRAD50	Homo sapiens (Human);Homo sapiens (Human)		604391;613078	;	MI:0071:molecular sieving	exp;lit;lit;lit;lit	15165861;15165861;9651580;9651580;11741547	GO:0003677;GO:0005634;GO:0006281;GO:0006974;GO:0051276	DNA binding;nucleus;DNA repair;DNA damage response;chromosome organization	molecular_function;cellular_component;biological_process;biological_process;biological_process								
74	HOMER3-IP3R-TRPC1 complex	HOMER3-ITPR3-TRPC1 complex	Human	HEK 293 cells	14505576	An adaptor protein, termed Homer, facilitates a physical association between TRPC1 and the IP(3)R that is required for the TRP channel to respond to signals. The TRPC1-Homer-IP(3)R complex is dynamic and its disassembly parallels TRPC1 channel activation. Homer's action depends on its ability to crosslink and is blocked by the dominant-negative immediate early gene form, H1a. Since H1a is transcriptionally regulated by cellular activity, this mechanism can affect both short and long-term regulation of TRPC1 function. TRPC1 is present at the plasma membrane.					Q9NSC5;Q14573;P48995	HOMER3;ITPR3;TRPC1	;;TRP1	Homer protein homolog 3;Inositol 1,4,5-trisphosphate-gated calcium channel ITPR3;Short transient receptor potential channel 1	;Type 3 inositol 1,4,5-trisphosphate receptor; Type 3 InsP3 receptor; IP3 receptor isoform 3; InsP3R3; ;TrpC1	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		620111	;;	MI:0019:coimmunoprecipitation;MI:0096:pull down	exp;exp;exp;exp;exp	14505576;14505576;14505576;14505576;14505576	GO:0005216;GO:0005886;GO:0006812;GO:0008324;GO:0023052	monoatomic ion channel activity;plasma membrane;monoatomic cation transport;monoatomic cation transmembrane transporter activity;signaling	molecular_function;cellular_component;biological_process;molecular_function;biological_process								
81	Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)	Cul7-Rbx1-Skp1-F-Fbx29 complex	Human	293FR cells (generated by authors)	12481031	Ubiquitin E3 ligases covalently attach ubiquitin to a lysine residue on a target protein. Polyubiquitination marks proteins for degradation by the proteasome.					Q14999;Q8N3Y1;P62877;P63208	CUL7;FBXW8;RBX1;SKP1	KIAA0076;FBW6,FBW8,FBX29,FBXO29,FBXW6;RNF75,ROC1;EMC19,OCP2,SKP1A,TCEB1L	Cullin-7;F-box/WD repeat-containing protein 8;E3 ubiquitin-protein ligase RBX1;S-phase kinase-associated protein 1	CUL-7;F-box and WD-40 domain-containing protein 8; F-box only protein 29; ;Rbx1;OCP-2	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		273750	;;;	MI:0004:affinity chromatography technology	exp;exp	12481031;12481031	GO:0006511;GO:0016567	ubiquitin-dependent protein catabolic process;protein ubiquitination	biological_process;biological_process								
86	NUMAC complex (nucleosomal methylation activator complex)	 CARM1-associated complex	Human		14729568	In the NUMAC complex, the methylase, CARM1, acquires the ability to covalently modify nucleosomal histones.					P60709;O14497;Q86X55;Q96KG9;P51532;Q12824;Q92922;Q8TAQ2;Q96GM5;Q969G3	ACTB;ARID1A;CARM1;SCYL1;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCE1	;BAF250,BAF250A,C1orf4,OSA1,SMARCF1;PRMT4;CVAK90,GKLP,NTKL,TAPK,TEIF,TRAP;BAF190A,BRG1,SNF2B,SNF2L4;BAF47,INI1,SNF5L1;BAF155;BAF170;BAF60A;BAF57	Actin, cytoplasmic 1;AT-rich interactive domain-containing protein 1A;Histone-arginine methyltransferase CARM1;N-terminal kinase-like protein;Transcription activator BRG1;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1;SWI/SNF complex subunit SMARCC1;SWI/SNF complex subunit SMARCC2;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	Beta-actin; ;hOSA1;Protein arginine N-methyltransferase 4; Coactivator-associated arginine methyltransferase 1; ;SCY1-like protein 1; Teratoma-associated tyrosine kinase; Telomerase transcriptional element-interacting factor; Telomerase regulation-associated protein; ;ATP-dependent helicase SMARCA4; SNF2-beta; BRG-1 protein; Mitotic growth and transcription activator; Brahma protein homolog 1; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4; ;hSNF5;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 1; SWI/SNF complex 155 kDa subunit; BRG1-associated factor 155; ;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 2; SWI/SNF complex 170 kDa subunit; BRG1-associated factor 170; ;SWI/SNF complex 60 kDa subunit; 60 kDa BRG-1/Brm-associated factor subunit A; BRG1-associated factor 60A; ;BRG1-associated factor 57; 	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		243310;604919;607371;620470;620475;614607;616719;613325;614609;620792;162091;609322;614608;620241;618362;618779;607174;616938	;;;;;;;;;	MI:0004:affinity chromatography technology;MI:0029:cosedimentation through density gradient	lit;exp;exp;exp;lit;exp;lit;exp;exp	14729568;14729568;14729568;14729568;14729568;14729568;14729568;14729568;14729568	GO:0003677;GO:0005634;GO:0006265;GO:0006479;GO:0009755;GO:0018126;GO:0023052;GO:0045893;GO:0051276	DNA binding;nucleus;DNA topological change;protein methylation;hormone-mediated signaling pathway;protein hydroxylation;signaling;positive regulation of DNA-templated transcription;chromosome organization	molecular_function;cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process								
87	Nup 107-160 subcomplex	NPC subcomplex	Human	HeLa cells	15146057	All trafficking of macromolecules between the cytoplasm and the nucleus occurs through nuclear pore complexes (NPCs), which are supramolecular assemblies at points of fusion between the inner and outer nuclear membranes. NPCs are composed of an eightfold symmetric spoke-ring complex, cytoplasmic fibers, and a nuclear basket.					P57740;Q8WUM0;Q12769;Q8NFH4;Q8NFH3;Q9BW27;P52948;P55735;Q96EE3	NUP107;NUP133;NUP160;NUP37;NUP43;NUP85;NUP98;SEC13;SEH1L	;;KIAA0197,NUP120;;;NUP75,PCNT1;ADAR2;D3S1231E,SEC13A,SEC13L1,SEC13R;SEC13L,SEH1	Nuclear pore complex protein Nup107;Nuclear pore complex protein Nup133;Nuclear pore complex protein Nup160;Nucleoporin Nup37;Nucleoporin Nup43;Nuclear pore complex protein Nup85;Nuclear pore complex protein Nup98-Nup96;Protein SEC13 homolog;Nucleoporin SEH1	Nucleoporin Nup107; 107 kDa nucleoporin; ;Nucleoporin Nup133; 133 kDa nucleoporin; ;Nucleoporin Nup160; 160 kDa nucleoporin; ;p37;p42; ;Nuclear pore complex protein Nup85; 85kDa nucleoporin; Nucleoporin Nup75; Pericentrin-1; FROUNT; ;Nucleoporin Nup98; 98 kDa nucleoporin; Nucleoporin Nup96; 96 kDa nucleoporin; ;SEC13-related protein; SEC13-like protein 1; ;SEC13-like protein; 	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		616730;618078;618348;618177;618349;618178;618179;618176	;;;;;;;;	MI:0019:coimmunoprecipitation;MI:0029:cosedimentation through density gradient	exp;exp;lit	15146057;16627745;16777596	GO:0000775;GO:0015031;GO:0051169	chromosome, centromeric region;protein transport;nuclear transport	cellular_component;biological_process;biological_process								
